Year,Month,Title,Director,Cast,Genre
2015,JUN,Lava Kusa,Jay,"Varun Sandesh, Richa Panai, Babu Mohan, Brahmanandam",Romance
2015,SEP,Chandrika,Yogesh,"Jayram Karthik, Kamna Jethmalani, Srimukhi, Girish Karnad, Satyam Rajesh",Horror
2015,JUN,Jyothi Lakshmi,Puri Jagannadh,Charmy Kaur,Female-Oriented
2015,JUN,Where is Vidya Balan,Srinivas,"Prince, Sethi",Romance
2015,OCT,Shivam,Srinivas Reddy,"Ram, Raashi Khanna",Action & comedy
2015,DEC,Shankarabharanam,Uday,"Nikhil, Nanditha",Crime comedy
2015,OCT,Bruce Lee,Srinu Vaitla,"Ram Charan, Rakul Preet Singh, Kriti Kharbanda, Brahmanandam",Action & comedy
2015,DEC,Jathakalisey,Rakesh Sashii,"Ashwin Babu, Tejaswi Madivada, Snigdha, Shakalaka Shankar, Dhanaraj, Satyadev",Romantic Comedy
2015,JUN,Singham 123,Akshat Sharma,Sampoornesh Babu,Comedy
2015,DEC,Mama Manchu Alludu Kanchu,Sriniwass Reddy,"Mohan Babu, Allari Naresh, Varun Sandesh, Poorna, Meena, Ramya Krishna",Comedy
2015,DEC,Bhale Manchi Roju,Sriram Adittya. T,"Sudheer Babu, Wamiqa Gabbi, Dhanya Balakrishna, Sai Kumar",Romance action
2015,DEC,Soukhyam,AS Ravi Kumar Chowdhary,"Gopichand, Regina Cassandra",Action & Romance
2015,DEC,Loafer,Puri Jagannadh,"Varun Tej, Disha Patani",Action & Romance
2015,DEC,Anaganaga Oka Chitram,J. Prabhakar Reddy,"Shiva, Megha Sree",Romance
2015,DEC,Hitudu,Viplav,"Jagapathi Babu, Meera Nandan",Drama
2015,DEC,Bengal Tiger,Sampath Nandi,"Ravi Teja, Tamannaah Bhatia, Boman Irani, Raashi Khanna",Action & love
2015,OCT,Rudhramadevi,Gunasekhar,"Anushka Shetty, Allu Arjun, Rana Daggubati, Krishnam Raju, Prakash Raj",Historical film
2015,DEC,Veediki Dookudekkuva,SatyaNarayana,"Srikanth, Kamna Jethmalani",love & action
2015,NOV,Size Zero,Prakash,"Arya, Anushka, Sonal Chauhan",Love
2015,NOV,Cheekati Rajyam,Rajesh,"Kamal Haasan, Trisha, Prakash Raj",Thriller
2015,NOV,Kumari 21F,Surya Pratap,"Raj Tarun, Heebah Patel",Love
2015,NOV,Akhil,Vinayak,"Akhil Akkineni, Sayyeshaa",Action
2015,NOV,Tripura,Raj Kiran,"Colors Swathi, Naveen Chandra, Saptagiri, Rao Ramesh",Horror – thriller
2015,OCT,Sher,Mallikarjun,"Kalyan Ram, Sonal Chauhan",Action & Romance
2015,OCT,Raju Gari Gadhi,Omkar,"Ashwin Babu, Dhanya Balakrishna","Horror, Comedy"
2015,OCT,Columbus,R Samala,"Sumanth Ashwin, Seerat Kapoor, Mishti Chakraborty",Romance
2015,OCT,Kanche,Krish,"Varun Tej, Pragya Jaiswal, Nikitin Dheer, Srinivas Avasarala",Fiction
2015,NOV,Thanu Nenu,Ram Mohan,"Santosh, Avika Gor",Love
2015,JUN,Asura,Krishna Vijay,"Nara Rohit, Priya Banerjee",Police Drama
2015,MAY,Mosagallaku Mosagadu (2015 film),AN Bose,"Sudheer Babu, Nandini Rai, Abhimanyu",Crime Comedy
2015,MAY,Pandaga Chesko,Gopichand Malineni,"Ram, Rakul, Sonal Chauhan, Brahmanandam, Rao Ramesh",Family Drama
2015,FEB,Ramleela,Kiran,"Abijeet Duddala, Nanditha Raj, Havish",Romantic Entertainer
2015,FEB,Bham Bolenath,Karthik Varma Dandu,"Navdeep, Naveen Chandra, Pooja Jhaveri",Drama
2015,FEB,Gayakudu,Kamal. G,"Ali Reza, Shriya Sharma, Santosh Pawan, M S Narayana, Sapta Giri",Romance
2015,FEB,Nuvvu Nenu Okatavudaam,P. Narasimha Reddy,"Ranjith Swamy, Sana, Ali, Jaya Prakash Reddy",Romance
2015,FEB,Bandipotu,Mohan Krishna Indraganti,"Allari Naresh,Eesha, Rao Ramesh, Tanikella Bharani, Srinivas Avasarala",Action-Comedy
2015,FEB,Paddanandi Premalo Mari,Mahesh Upputuri,"Varun Sandesh, Vithika Sheru",Action
2015,FEB,Temper,Puri Jagannadh,"N. T. Rama Rao Jr., Kajal Aggarwal, Prakash Raj",Action
2015,FEB,Pesarattu,Mahesh Kathi,"Nandu, Nikitha Narayan, Sampoornesh Babu",Romance
2015,FEB,Malli Malli Idi Rani Roju,Kranthi Madhav,"Sharwanand, Nithya Menen, Tejaswi Madivada, Nassar, Pavitra Lokesh",Romance / Drama
2015,FEB,Gaddam Gang,P. Santhosh,"Rajasekhar, Sheena Shahabadi, Naresh, Seetha",Drama / Comedy
2015,JAN,Ladies & Gentleman,P B Manjunath,"Adivi Sesh, Chaitanya Krishna, Kamal Kamaraju, Nikitha Narayan",Romance/Anthology
2015,JAN,Top Rankers,Gollapati Nageshwara Rao,"Rajendra Prasad, Sony Charistha",Drama
2015,JAN,Intelligent Idiots,Balaji Sanala,"Posani Krishna Murali, Vikram Shekar, Prabhjeet Kaur, Sapthagiri",Crime Comedy
2015,JAN,Beeruva,Kanmani,"Sundeep Kishan, Surabhi",Romance/ Comedy
2015,JAN,Pataas,Anil Ravipudi,"Nandamuri Kalyan Ram, Shruti Sodhi, Sai Kumar",Action
2015,JAN,Gopala Gopala,Kishore Kumar,"Daggubati Venkatesh, Pawan Kalyan, Shriya Saran, Mithun Chakraborthy",Satirical comedy
2015,JAN,Mana Kurralle,Veera Sankar,"Arvind Krishna, Rachana Malhotra, Krishnudu, Roopa Kaur",Drama
2015,JAN,A Shyam Gopal Varma Film,Rakesh Srinivas,"Shafi, Zoya Khan, L. B. Sriram, Jaya Prakash Reddy",Satirical comedy
2015,JUN,Andhra Pori,Raj Mudiraju,"Akash Puri, Ulka Gupta",Romance
2015,MAR,Surya vs Surya,Karthik Ghattamaneni,"Nikhil Siddharth, Tanikella Bharani, Tridha Choudhary",Romance
2015,MAR,Naakaithe Nachindi,Trinadh Kosuru,"Sri Balaji, Soni Charistha, Rishika Jairath, Krishna",Romance
2015,FEB,Dorakadu,Varaprasad,"Sivaji, Gayathri Iyer, Suman, Ajay, Babu Mohan",Drama
2015,MAR,Tommy,Raja Vannemreddy,"Rajendra Prasad, Seetha, Deepak, Mumtaj, Suresh, Raghu Babu",Drama
2015,MAY,365 Days,RGV,"Nandoo, Anaika Soti",thriller
2015,MAR,Anandam Malli Modalaindi,Akash,"Jai Akash, Jiya Khan, Alekhya, Thagubothu Ramesh",Romance
2015,MAY,Dhee Ante Dhee,Srinivasa Rao,"Srikanth, Sonia Mann, Posani Krishna Murali, Brahmanandam",Action Comedy
2015,MAY,Lion,Satyadeva,"Nandamuri Balakrishna, Trisha Krishnan, Radhika Apte, Prakash Raj",Psychological Thriller
2015,MAY,Dagudumootha Dandakor,R.K Malineni,"Rajendra Prasad, Sara Arjun, Ravi Prakash",Family Romance
2015,MAY,Rajahmundry ki 50 km duramloo,Vijay Surya,"Hemanth, Nairuthi,",Love Suspense Thriller
2015,APR,Dohchay,Sudheer Varma,"Naga Chaitanya, Kriti Sanon, Brahmanandam, Rao Ramesh",Action-Thriller
2015,APR,Kai Raja Kai,Siva Ganesh,"Josh Ravi, Maanas, Ram Khanna, Shravya, Shamili",Romantic drama
2015,APR,Varadhi,Kartikeya,"Kranthi, Sri Divya",Romance
2015,MAY,Dongaata,Vamsi Krishna,"Lakshmi Manchu, Adivi Sesh, Brahmanandam, Pragathi",Crime Comedy
2015,APR,S/O Satyamurthy,Trivikram Srinivas,"Allu Arjun, Samantha, Nithya Menen, Upendra, Prakash Raj",Family Drama
2015,APR,Avunu 2,Ravi Babu,"Harshvardhan Rane, Poorna, Ravi Babu, Sanjjanaa, Nikita Thukral",Thriller
2015,MAR,Jil,Radha Krishna,"Gopichand, Raashi Khanna, Srinivas Avasarala",Action
2015,MAR,Rey,YVS Chowdary,"Sai Dharam Tej, Saiyami Kher, Shraddha Das, Tanikella Bharani",Musical
2015,MAR,Janda Pai Kapiraju,Samuthirakani,"Nani, Amala Paul, Ragini Dwivedi, Tanikella Bharani",Action-Thriller
2015,MAR,Yevade Subramanyam,Nag Ashwin,"Nani, Vijay Deverakonda, Malavika Nair, Ritu Varma",Adventure
2015,MAR,Tungabhadra,Srinivas Gogineni,"Adith Arun, Dimple Chopade",Romance
2015,APR,Budugu,Manmohan,"Lakshmi Manchu, Indraja, Sridhar, Sana, Indu, Vani",Family Thriller
2015,MAR,Calling Bell,Panna Royal,"Ravi Verma, mamatha Rahuth, Vriti Khanna, Kishore, Jeeva, Chanti, Shankar, Venu",Horror – Thriller
2015,MAR,Thappatadugu,Sri Aarun,"Surya Teja, Naveena Jackson, Lakshman, Surabhi",Romance
2016,OCT,Jaguar,Mahadev,"Nikhil Gowda, Deepti Sati, Jagapati Babu, Ramya Krishna, Brahmanandam, Sampath Raj",Action
2016,AUG,Banthi Poola Janaki,Nellutla Praveen Chander,"Dhanraj, Diksha Panth, Sudheer, Chandra",Comedy Thriller
2016,AUG,Avasaraniko Abaddam,Suresh KV,"Lokesh, Rajesh, Shashank, Geethanjali",Thriller
2016,SEP,Janatha Garage,Koratala Siva,"Mohanlal, NTR Jr., Nithya Menen, Samantha Ruth Prabhu",Action
2016,SEP,Jo Achyutananda,Srinivas Avasarala,"Nara Rohit, Naga Shourya, Regina Cassandra",Romantic Comedy
2016,SEP,Majnu,Virinchi Varma,"Nani, Anu Emmanuel",Romantic Drama
2016,SEP,Siddhartha,K V Dayanand Reddy,"Sagar, Sakshi Chaudhary, Kota Srinivasa Rao",Action Thriller
2016,SEP,Hyper,Santosh Srinivas,"Ram Pothineni, Raashi Khanna, Sathyaraj , Rao Ramesh",Action Comedy
2016,AUG,Chuttalabbayi,Veerabhadram Chowdary,"Aadi, Namitha Pramod",Action Comedy
2016,SEP,Nirmala Convent,G.Naga Koteshwar Rao,"Roshan Meka, Shriya Sharma, Akkineni Nagarjuna",Romantic Comedy
2016,AUG,Aatadukundam Raa,G. Nageswar Reddy,"Sushanth, Sonam Bajwa",Romance
2016,JUL,Iddaram,Sudhakar Vinukonda,"Sanjeev, Sai Krupa",Romantic thriller
2016,AUG,Bommala Ramaram,Nishanth Pudhari,"Soori, Roopa Reddy, Priyadarshi Pullikonda, Thiruveer",Crime thriller
2016,AUG,Babu Bangaram,Maruthi Dasari,"Daggubati Venkatesh, Nayanthara, Jagapati Babu",Action
2016,AUG,Srirastu Subhamastu,Parasuram,"Allu Sirish, Lavanya Tripathi, Prakash Raj, Sumalatha, Rao Ramesh, Sumithra",Romance
2016,AUG,Manamantha,Chandra Sekhar Yeleti,"Mohanlal, Gouthami, Viswant Duddumpudi, Anisha Ambrose, S. P. Balasubrahmanyam",Drama
2016,JUL,Jakkanna,Vamshi Krishna Akella,"Sunil, Mannara Chopra, Ashish Vidyarthi, Posani Krishna Murali",Comedy
2016,JUL,Pellichoopulu,Tharun Bhascker Dhaassyam,"Vijay Deverakonda, Ritu Varma",Romantic comedy
2016,JUL,Nayaki,Goverdhan Reddy,"Nara Rohit, Trisha, Ganesh Venkatraman",Horror
2016,JUL,Selfie Raja,G. Eshwar Reddy,"Allari Naresh, Sakshi Chaudhary, Kamna Jethmalani, Saptagiri",Comedy
2016,JUL,Rojulu Marayi,Murali Krishna Mudidani,"Chethan, Parwatheesham, Kruthika Jayakumar, Tejaswini, Raja Ravindra",Romance
2016,JUL,Arddhanaari,Bhanushanker Chowdary,"Arjun Yajath, Mouryaani",Action / Drama
2016,OCT,Abhinetri,A. L. Vijay,"Prabhu Deva, Tamannaah, Sonu Sood",Horror - Thriller
2016,AUG,Thikka,Sunil Reddy,"Sai Dharam Tej, Mannara Chopra, Rajendra Prasad (actor)",Action Comedy
2016,OCT,Eedu Gold Ehe,Veeru Potla,"Sunil, Richa Panai, Sushma Raj, Naresh, Puneet Issar",Romantic Drama
2016,DEC,Pittagoda,Anudeep K V,"Vishwadev, Punarnavi Bhupalam",Coming-Of-Age
2016,OCT,Premam,Chandoo Mondeti,"Naga Chaitanya, Shruti Hassan, Anupama Parameswaran",Romantic Drama
2016,JUN,Kundanapu Bomma,Mullapudi Vara,"Chandini Chowdary, Sudhakar Komakula, Sudheer Varma, Aalapati Lakshmi",Drama
2016,DEC,Intlo Deyyam Nakem Bhayam,G. Nageswara Reddy,"Allari Naresh, Kruthika Jayakumar, Rajendra Prasad",Comedy Horror
2016,DEC,Karam Dosa,Trivikram Gajulapalli,"Shivakumar Ramachandravarapu, Surya Sreenivas, Y. Kasi Viswanath",Drama-Comedy-Social
2016,DEC,Appatlo Okadundevadu,Sagar K. Chandra,"Nara Rohith, Sree Vishnu, Tanya Hope, Rajeev Kanakala, Posani Krishna Murali",Action
2016,DEC,Sarabha,Narsimha Rao,"Aakash Kumar Sehdev, Mishti Chakravarty, Jayaprada, Nassar",Socio Fantasy
2016,DEC,Vangaveeti,Ram Gopal Varma,"Sandeep Kumar, Vamsi Nakkanti, Vamsi Changanti, Naina Ganguly, Kautilya",Political drama
2016,DEC,Sapthagiri Express,Arun Pawar,"Saptagiri, Roshini Prakash, Ali, Posani Krishna Murali, Shayaji Shinde, Shakalaka Shankar",Romantic comedy
2016,DEC,Naanna Nenu Naa Boyfriends,Bhaskar Bandi,"Hebah Patel, Tejaswi Madivada, Noel Sean, Parvateesam, Rao Ramesh, Sana",Romantic comedy
2016,DEC,Janaki Ramudu,T. Satish Babu,"Mouryaani, Naveen Sanjay, Arjun Yajath",Love Story
2016,DEC,Nenosta,Parand Kalyan,"Gnan Prakash, Surya Sreenivas, Priyanka Pallavi",Thriller
2016,DEC,Dhruva,Surender Reddy,"Ram Charan, Rakul Preet Singh, Aravind Swamy",Action - Thriller
2016,DEC,Araku Road Lo,Wassudev,"Sairam Shankar, Nikesha Patel",Action - Thriller
2016,NOV,Jayammu Nischayammu Raa,Shiva Raj Kanumuri,"Srinivasa Reddy, Shamna Kasim, Posani Krishna Murali, Sree Vishnu, Ravi Varma, Krishnudu",Comedy
2016,NOV,Ekkadiki Pothavu Chinnavada,Vi Anand,"Nikhil Siddharth, Hebah Patel, Nandita Swetha",Supernatural - Romance - Thriller
2016,NOV,Sahasam Swasaga Sagipo,Gautham Menon,"Naga Chaitanya, Manjima Mohan, Baba Sehgal",Action - Romance
2016,NOV,Naruda Donoruda,Mallik Ram,"Sumanth, Pallavi Subhash, Tanikella Bharani",Romantic comedy
2016,NOV,Manalo Okkadu,R. P. Patnaik,"R. P. Patnaik, Anita Hassanandani Reddy",Drama
2016,NOV,Aavu Puli Madhyalo Prabhas Pelli,Ravi Pachipala,"Kalakeya Prabhakar, Ravi Teja, Ashwini Chandrasekhar",Comedy
2016,OCT,Thanu Vachenanta,Venkat Kancherla,"Rashmi Gautam, Teja Kakumanu, Dhanya Balakrishna, Chalaki Chanti",Horror comedy
2016,OCT,Shankara,Thathineni Satya Prakash,"Nara Rohith, Regina Cassandra, M. S. Narayana, John Vijay, Rajeev Kanakala",Action
2016,OCT,Nandini Nursing Home,P. V. Giri,"Nawin Vijay Krishna, Nithya Naresh, Shakalaka Shankar, Shravya, Jaya Prakash Reddy, Vennela Kishore",Romantic comedy
2016,OCT,L7,Mukund Pande,"Adith Arun, Pooja Jhaveri, Vennela Kishore",Horror
2016,OCT,Ism,Puri Jagannadh,"Nandamuri Kalyan Ram, Aditi Arya, Jagapati Babu",Action
2016,OCT,Mana Oori Ramayanam,Prakash Raj,"Prakash Raj, Priyamani, Prudhviraj, Satyadev",Drama
2016,JUN,Oka Manasu,Rama Raju Gottimukkala,"Naga Shourya, Niharika Konidela, Rao Ramesh, Srinivas Avasarala",Romance
2016,DEC,Meelo Evaru Koteeswarudu,E. Satthibabu,"Naveen Chandra, Shruti Sodhi, Saloni Aswani, Dhanraj, Raghu Babu, Prabhas Sreenu, Pruthviraj Balireddy",Romantic comedy
2016,JUN,Premikudu,Kala Sundeep,"Maanas N, Sanam Shetty, Shakalaka Shankar, Paruchuri Venkateswara Rao, Bhanu Chander",Love Crime
2016,MAR,Kalyana Vaibhogame,Nandini Reddy,"Naga Shourya, Malavika Nair, Raasi",love
2016,MAR,Guntur Talkies,Praveen Sattaru,"Siddhu Jonnalagadda, Rashmi Gautham, Shraddha Das",Black comedy / Erotic
2016,FEB,Veeri Veeri Gu,M V Sagar,"Rudra, Venne, Raghu Babu",Horror
2016,FEB,Terror,Sathish Kasetty,"Srikanth, Nikhita Thukral, Prudhvi, Nassar",Action
2016,FEB,Padesave,Chuniya,"Karthik Raju, Nithya Shetty, Sam",Romance
2016,FEB,Eluka Majaka,Relangi Narasimha Rao,"Vennela Kishore, Brahmanandam, Pavani",Comedy
2016,FEB,Kshanam,Ravikanth,"Adivi Sesh, Adah Sharma, Anasuya",Mystery-Thriller
2016,FEB,Malupu,Sathya Prabhas Pinisetty,"Aadhi, Nikki Galrani, Mithun Chakraborty, Richa Pallod, Pasupathy",Action
2016,FEB,Krishnashtami,Vasu Varma,"Sunil, Nikki Galrani, Dimple Chopade",Family Drama
2016,FEB,Garam,Madan,"Aadi, Adah Sharma, Brahmanandam",Love
2016,FEB,Krishna Gadi Veera Prema Gaadha,Hanu Raghavapudi,"Nani, Mehrene Kaur Peerzada",Romance
2016,FEB,Vennello Hai Hai,Vamsy,"Ajmal, Nikitha Narayan",Drama
2016,FEB,Speedunnodu,Bhimaneni Srinivasa Rao,"Bellamkonda Sreenivas, Sonarika Bhadoria",Drama
2016,FEB,Lajja,Narasimha Nandi,"Madhumitha, Varun, Shiva",Drama
2016,JAN,Seethamma Andalu Ramayya Sitralu,Gavireddy Srinivas Reddy,"Raj Tarun, Arthana, Aadarsh, Raja Ravindra",Romance
2016,JAN,Lacchimdeviki O Lekkundi,Jagadish Talasila,"Lavanya Tripathi, Naveen Chandra",Comedy-Thriller
2016,JAN,Soggade Chinni Nayana,Kalyan Krishna,"Nagarjuna, Ramya Krishnan, Lavanya Tripathi",Supernatural Drama
2016,JAN,Dictator,Sriwass,"Nandamuri Balakrishna, Anjali, Sonal Chauhan",Action - romance
2016,JAN,Express Raja,Merlapaka Gandhi,"Sharwanand, Surabhi, Brahmaji, Harish Uthaman",Romance
2016,JAN,Nenu Sailaja,Kishore Tirumala,"Ram Pothineni, Keerthy Suresh, Sathyaraj, Pradeep Rawat, Rohini",Romance
2016,JAN,Abbayitho Ammayi,Ramesh Varma,"Naga Shourya, Pallak Lalwani, Rao Ramesh, Brahmanandam, Mohan",Romance
2016,JAN,Chitram Bhalare Vichitram,Bhanu Prakash Balusu,"Chandini Tamilarasan, Sowmya, Subhasree, Jeeva, Surya, Venugopal Rao, Prabhas Srinu, Allari Subhasini",Horror comedy
2016,JUN,Meeku Meere Maaku Meme,Hussain Sha Kiran,"Tarun Shetty, Avantika Mishra, Jenny Honey, Kireeti Damaraju",Romantic Comedy
2016,MAR,Shourya,K. Dasaradh,"Manoj Manchu, Regina Cassandra",Action-Love
2016,MAR,Tuntari,Kumar Nagendra,"Nara Rohit, Latha Hegde, Kabir Duhan Singh",Comedy romance
2016,JAN,Nannaku Prematho,Sukumar,"Jr NTR, Rakul Preet, Rajendra Prasad, Jagapati Babu","Thriller, Drama"
2016,MAR,O Sthree Repu Raa,T. Ashok Kumar Reddy,"Ashish Gandhi, Diksha Panth, Shruthi Mol",Horror
2016,MAR,Tulasi Dalam,R. P. Patnaik,"Nischal,  Vandana Gupta, R. P. Patnaik",Horror
2016,JUN,Gentleman,Mohan Krishna Indraganti,"Nani, Niveda Thomas, Surabhi, Srinivas Avasarala, Tanikella Bharani, Vennela Kishore",Romance
2016,JUN,Right Right,J. B. Murali krishna,"Sumanth Ashwin, Pooja Jhaveri, Pavani Gangireddy, Nassar",Comedy drama
2016,JUN,A Aa,Trivikram Srinivas,"Nithiin, Samantha, Naresh, Srinivas Avasarala",Romance / Drama
2016,MAY,Brahmotsavam,Srikanth Addala,"Mahesh Babu, Kajal Aggarwal, Samantha Ruth Prabhu, Pranitha Subhash",Family Drama
2016,MAY,Supreme,Anil Ravipudi,"Sai Dharam Tej, Raashi Khanna, Ravi Kishan, Kabir Duhan Singh, Rajendra Prasad",Action
2016,APR,Raja Cheyyi Vesthe,Pradeep,"Nara Rohit, Isha Talwar, Taraka Ratna",Comedy
2016,APR,Sarrainodu,Boyapati Srinu,"Allu Arjun, Srikanth, Rakul Preet Singh, Catherine Tresa",Action/romance
2016,APR,Eedo Rakam Aado Rakam,G. Nageswara Reddy,"Manchu Vishnu, Raj Tarun, Hebah Patel, Sonarika Bhadoria",Romance
2016,APR,Sardaar Gabbar Singh,K. S. Ravindra,"Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar",Action
2016,APR,Savitri,Pavan Sadineni,"Nara Rohit, Nanditha Raj",Drama
2016,JUN,Okka Ammayi Thappa,Rajasimha Tadinada,"Sundeep Kishan, Nithya Menen, Ravi Kishan, Ali, Prudhviraj",Romantic thriller
2016,APR,7 To 4,Vijay Sekhar Sankranth,"Anand Bachu, Raj Bala, Radhika, Loukya",Thriller
2016,APR,Attack,Ram Gopal Varma,"Manchu Manoj, Surabhi, Jagapati Babu, Prakash Raj, Abhimanyu Singh, Poonam Kaur",Action
2016,MAR,Drishya Kavyam,Bella Ramakrishna Reddy,"Ram Karthik, Kashmira Kulkarni",Romance
2016,MAR,Dandakaranyam,R. Narayana Murthy,"R. Narayana Murthy, Gaddar",Drama
2016,MAR,Romance With Finance,Rajju Kumpatla,"Merina Abraham, Satish Babu",Romance
2016,MAR,Seesa,Mohamad Issack,"Sivaji, Chaswa, Namratha",Horror
2016,MAR,Oopiri,Vamsi Paidipally,"Nagarjuna, Karthi, Tamannaah",Comedy-drama
2016,MAR,Mohabbat Mein,Mahesh Surya,"Karthik, Hamida",Romance
2016,MAR,Ammayi Aaruguru,G. Muraliprasad,"Ramachandra, Aashalatha, Ravi",Horror
2016,MAR,Meera,Santhosh Eubulus,"Aditya Anand, Ishika Singh",Horror
2016,MAR,Run,Anil Kanneganti,"Sundeep Kishan, Anisha Ambrose, Bobby Simha",Thriller
2016,MAR,Nenu Maa College,S. S. Dhakar,"Manoj Nandan, Sisha, Srihari",Comedy romance
2017,OCT,Vunnadhi Okate Zindagi,Kishore Tirumala,"Ram Pothineni, Lavanya Tripathi, Anupama Parameswaran, Anisha Ambrose, Sree Vishnu, Kireeti Damaraju, Priyadarshi Pullikonda",Drama
2017,NOV,Angel,Bahubali Palani,"Naga Anvesh, Hebah Patel, Suman, Kabir Duhan Singh, Saptagiri, Pradeep Rawat, Shayaji Shinde",Fantasy / Action
2017,NOV,Lovers Club,Dhruv Shekar,"Anish Chandra, Aryan, Pavani, Poorni, Ajay Ratnam",Romance
2017,NOV,Next Nuvve,Prabhakar Podakandla,"Aadi, Vaibhavi Shandilya, Rashmi Gautam, Srinivas Avasarala, Brahmaji",Comedy horror
2017,NOV,PSV Garuda Vega,Praveen Sattaru,"Rajasekhar, Adith Arun, Kishore, Pooja Kumar, Shraddha Das",Spy thriller
2017,NOV,C/o Surya,Suseenthiran,"Sundeep Kishan, Mehreen Pirzada, Harish Uthaman, Vikranth",Fantasy / Action
2017,NOV,Okkadu Migiladu,Ajay Andrews,"Manchu Manoj, Anisha Ambrose, Suhasini Maniratnam, Milind Gunaji, Posani Krishna Murali",Thriller / Action
2017,NOV,Dare,K. Krishna Prasad,"Naviin, Pallavi, Sakshi",Horror comedy
2017,NOV,London Babulu,Chinni Krishna,"Rakshith, Swati Reddy, Murali Sharma, Sathya, Dhanraj",Comedy drama
2017,NOV,Baby,D. Suresh,"Baby Sathanya, Srivarshini, Manoj K. Bharathi, Shira",Horror drama
2017,NOV,Prematho Mee Karthik,Rishi,"Karthikeya, Simrat, Murali Sharma, Raghu Karumanchi",Romantic drama
2017,NOV,Snehamera Jeevitham,Upputuri Mahesh,"Siva Balaji, Rajeev Kanakala, Sushma Yarlagadda, Chalapati Rao",Drama
2017,NOV,Napoleon,Anand Ravi,"Anand Ravi, Komali, Ravi Varma",Thriller/Drama
2017,NOV,Balakrishnudu,Pavan Mallela,"Nara Rohit, Regina Cassandra, Ramya Krishnan, Adithya Menon, Ajay",Romance action
2017,NOV,Devi Sri Prasad,Sri Kishore,"Bhupal Raju, Manoj Nandam, Dhanraj, Pooja Ramachandran",Suspense thriller
2017,NOV,Jandhyala Rasina Premakatha,Krishna Varma,"Sekhar, Sri Lakshmi, Gayatri Gupta, Dileep Kumar",Romantic drama
2017,OCT,Dyavudaa,Dasari Sairam,"Bhanu Prasad, Sharath Chandra, Jai, Anusha, Karunya",Drama
2017,NOV,June 1:43,Bhaskar Bantupalli,"Aditya Srivastava, Richa Saxena, Arun Babu, Dimple",Thriller
2017,NOV,Prema Entha Madhuram Priyuralu Antha Katinam,Goverdhan Gajjala,"Chandrakanth Datta, Radhika Mehrotra, Pallavi Dora, Thulasi Shivamani, Tanikella Bharani",Romantic thriller
2017,OCT,Anaganaga Oka Durga,Prakash Pulijala,"Priyanka Naidu, Kranthi Kumar, Jabardasth Srinu, Sanjay Krishna",Thriller
2017,SEP,SriValli,K. V. Vijayendra Prasad,"Rajath Krishna, Neha Hinge , Rajeev Kanakala, Araham Khan, Sufi Syed, Hema",Sci-fi thriller
2017,OCT,Yours Lovingly,Jogi Raju Mamidi,"Prudhvi Potluri, Soumya Reddy",Romance
2017,NOV,Mental Madhilo,Vivek Athreya,"Sree Vishnu, Nivetha Pethuraj, Amrutha Srinivasan, Nara Rohit",Romance action
2017,AUG,VIP 2,Soundarya Rajinikanth,"Dhanush, Kajol, Amala Paul",Masala
2017,AUG,Nee Preme Naa Pranam,Rajasekhar,"Lucky, Sireesha, Vizag Dhanaraj,",
2017,SEP,Paisa Vasool,Puri Jagannadh,"Nandamuri Balakrishna, Shriya Saran, Kabir Bedi, Vikramjeet Virk, Kyra Dutt",Action
2017,SEP,Shalini,Sheraz,"Amogh Deshapathi, Archana Chowdapur, Lucky Ekari",Horror
2017,SEP,Vellipomaakey,Ali Mohammed,"Vishvaksen, Supraja, Swetha",Romance
2017,SEP,Meda Meeda Abbayi,C. Prajith,"Allari Naresh, Nikhila Vimal, Srinivas Avasarala, Satyam Rajesh",Comedy
2017,SEP,Yuddham Sharanam,Krishna Marimuthu,"Naga Chaitanya, Lavanya Tripathi, Srikanth, Rao Ramesh",ActionRomance
2017,SEP,Kathalo Rajakumari,Mahesh Surapaneni,"Nara Rohit, Naga Shourya, Namitha Pramod, Srinivas Avasarala",Action
2017,SEP,Veedevadu,Tatineni Satya,"Sachiin J. Joshi, Esha Gupta, Prabhu, Kishore, Srinivasa Reddy",Action
2017,SEP,Jai Lava Kusa,K. S. Ravindra,"N. T. Rama Rao Jr., Raashi Khanna, Niveda Thomas, Ronit Roy, Nanditha Raj, Hamsa Nandini, Priyadarshi Pullikonda, Abhimanyu Singh, Harish Uthaman",Action/Drama
2017,SEP,Spyder,AR Murugadoss,"Mahesh Babu, Rakul Preet Singh, S. J. Surya, Bharath, RJ Balaji, Shaji Chen, Priyadarshi Pullikonda, Sayaji Shinde, Nagineedu, Jayaprakash, Dheepa Ramanujam, Ajay Rathnam, Hareesh Peradi, Ravi, Sendrayan",Thriller
2017,SEP,Mahanubhavudu,Maruthi Dasari,"Sharwanand, Mehreen Pirzada, Vennela Kishore, Nassar, Raghu Babu, Kalyani Natarajan, Maruthi Dasari(Comeo Appearance In A Song)",Romance Comedy
2017,OCT,Lavanya With Love Boys,Vaddepalli Krishna,"Paavani, Hema Sundar",Romance
2017,OCT,Bava Maradallu,Gangarapu Lakshman Murthy,Mohan Krishna,Romance
2017,OCT,Nenu Kidnap Ayyanu,Sreekara Babu,"Posani Krishna Murali, Brahmanandam, Krishna Bhagawan, Srikanth, Dheeru, Soumithri, Aditi Singh",Comedy
